digits,n_prefix,p_min,p_min_digits,attempts,sieve_elim_pct,time_ms
100,44509438949854347636,491,3,105,97.1,1.707
100,23230585232307892989,859,3,76,98.1,1.475
100,88181050721610585418,883,3,93,98.2,1.559
100,37478743232321254909,2243,4,51,99.3,1.597
100,66745670587058729054,727,3,48,99.3,1.339
100,97454545650543256783,151,3,23,98.2,1.093
100,32929076587078985858,881,3,61,99.0,1.400
100,17898303616347496103,47,2,15,0.0,0.306
100,82143854741836369278,1151,4,61,99.0,1.336
100,25896789050729274949,463,3,45,99.1,1.294
100,10565234141436989634,179,3,23,98.6,1.108
100,35232101250767658389,61,2,18,0.0,0.288
100,44303690749610563256,593,3,66,98.9,1.392
100,27250565612147494767,11,2,5,0.0,0.183
100,56105814347212383498,1951,4,94,97.1,1.532
100,75454781672763210521,1399,4,54,99.2,1.217
100,16545836503232763616,13,2,6,0.0,0.198
100,13018165856189238569,1303,4,58,99.1,1.237
100,40767632363816105834,859,3,81,97.7,1.549
100,41636949816745236185,31,2,11,0.0,0.191
100,76165810549858389490,139,3,22,99.0,0.985
100,13218743810767618983,419,3,63,99.0,1.439
100,98761852721074309236,491,3,89,98.3,1.827
100,31630561236141836161,839,3,94,98.2,1.672
100,10161490921014165058,41,2,13,0.0,0.326
100,35850125098181296589,11,2,5,0.0,0.160
100,26347018907256949694,271,3,64,98.4,1.495
100,11236167298761032529,571,3,62,99.0,1.585
100,10785296561818565698,337,3,62,98.9,1.704
100,27056383230761292927,269,3,23,99.0,1.072
100,60361858765614701498,523,3,52,99.2,1.369
100,75496585256927630761,53,2,16,0.0,0.342
100,28507658341436543256,67,2,19,0.0,0.217
100,33694949836387030363,131,3,22,99.1,1.044
100,58943816167236565670,1931,4,98,98.1,1.841
100,13230523814385456563,5,1,3,0.0,0.213
100,92341070121434765690,503,3,113,97.2,1.758
100,19638929452947034121,2767,4,118,97.6,2.124
100,90343472365412943018,139,3,23,97.9,1.266
100,81212505298725614509,173,3,22,98.2,1.032
100,82709078923616303098,887,3,76,98.7,1.598
100,37056921830305898545,109,3,22,99.1,1.473
100,40569856327010789278,1193,4,59,99.1,1.392
100,15838765094987856983,19,2,8,0.0,0.160
100,68745250325658181676,599,3,41,99.1,1.460
100,41270181872765470541,727,3,68,98.9,1.281
100,52165410103610963058,43,2,14,0.0,0.268
100,21092549474903072321,193,3,23,99.2,1.210
100,40945870767012163290,151,3,23,98.3,1.166
100,39470185458929076581,79,2,22,97.2,1.128
100,18561438763616585414,673,3,62,99.0,1.406
100,43454727030121490545,997,3,71,98.2,1.525
100,10747878729494507490,269,3,99,97.7,1.699
100,47836345632783256983,1033,4,50,99.3,1.296
100,96589630987810583436,569,3,61,99.0,1.552
100,83672585054389096185,257,3,25,99.0,1.507
100,92727676587036189238,739,3,70,97.5,3.141
100,31258709272941236967,1069,4,57,99.1,2.334
100,78745010745272123058,1229,4,60,99.0,3.493
100,17036109874765850125,13,2,6,0.0,0.249
100,20105832501070721094,73,2,21,0.0,0.350
100,31812325498343254385,1723,4,72,98.7,6.482
100,68783690521612767290,3607,4,55,99.2,4.835
100,15214507830987214169,433,3,73,97.5,1.968
100,42325812723814741434,191,3,81,98.0,5.103
100,79650769856189872101,313,3,33,99.3,1.281
100,22543052529854149012,269,3,39,98.2,1.380
100,65092903672387076305,59,2,17,0.0,0.329
100,32941276347472905058,907,3,75,98.2,1.834
100,11418129092349832167,313,3,90,98.2,1.175
100,88587476369014181098,313,3,69,98.1,1.335
100,59670789252963014909,593,3,55,99.2,1.427
100,16569652725656301816,41,2,13,0.0,0.278
100,37272509294965236763,23,2,9,0.0,0.326
100,82903410129070341690,947,3,57,99.1,1.348
100,81638343636581614127,829,3,75,98.7,1.807
100,54127210347214929854,1187,4,63,99.0,1.815
100,97654949450763492323,61,2,18,0.0,0.438
100,58547292707832569094,1091,4,64,99.0,1.623
100,33474165036901654367,37,2,12,0.0,0.238
100,52905294123274167672,419,3,60,98.8,1.388
100,43292105498701234707,461,3,56,99.0,1.595
100,50583094383210303430,11,2,5,0.0,0.167
100,57238341630321610161,337,3,88,98.2,1.683
100,48381874989694989038,29,2,10,0.0,0.219
100,11654901256185612361,19,2,8,0.0,0.166
100,40501496343656129674,17,2,7,0.0,0.210
100,25692187496741610587,257,3,49,99.1,1.639
100,52987896909832169474,227,3,23,98.7,1.424
100,11272941432105058541,223,3,23,99.0,1.483
100,74127054325270169034,277,3,67,98.6,1.522
100,75218943898181816929,167,3,60,99.0,1.308
100,60941674383270987434,2081,4,58,99.1,1.237
100,85690101216749292763,577,3,69,98.8,1.465
100,82307838789434781236,1531,4,104,97.6,1.664
100,47898945432383014365,421,3,79,97.3,1.645
100,56303038105878583270,139,3,70,98.2,1.475
100,25014723432941654741,61,2,18,0.0,0.323
100,26161474903292385016,3079,4,53,99.2,1.359
100,43476121030745856927,307,3,49,99.1,1.412
100,12385678765290127658,859,3,92,98.2,1.777
100,65654105492385896147,1747,4,51,99.2,1.271
100,54347852329656983250,47,2,15,0.0,0.245
100,57618121832723454929,397,3,66,98.8,1.492
100,80989694363612143272,229,3,72,97.6,1.580
100,19878701814985472743,1097,4,70,98.2,1.944
100,38747658965870343838,37,2,12,0.0,0.222
100,49074985212525418367,389,3,61,98.9,1.488
100,20743250165814101696,97,2,23,97.5,1.132
100,67038325076543832181,727,3,60,99.0,1.478
100,22129010905236729856,701,3,70,98.2,1.518
100,89290187090301214523,47,2,15,0.0,0.246
100,30985030703054143892,389,3,60,98.8,1.493
100,87032167418701090107,2551,4,88,98.3,1.467
100,36743456363692523230,389,3,85,97.8,1.722
100,77298389632541418745,971,3,92,98.3,1.640
100,48587634303296983854,139,3,22,98.8,1.094
100,17854929632385098729,607,3,74,98.7,1.499
100,14589874709296369432,947,3,61,99.0,1.789
100,55076363056723692123,79,2,22,99.0,1.143
100,76741274505672709836,61,2,18,0.0,0.176
100,49814789416921672549,2053,4,82,98.0,1.543
100,36365214365212527652,241,3,57,99.1,1.235
100,11030381052569690985,631,3,57,99.1,1.398
100,26545018123490161690,3,1,2,0.0,0.181
100,63274743036123258525,2557,4,60,99.0,1.174
100,72383490127670781692,1621,4,55,99.2,1.598
100,67418985810569654369,1907,4,63,99.0,2.093
100,86727236949236785636,1279,4,76,98.3,2.102
100,29276727672703214729,241,3,79,97.8,1.834
100,22141098147014169018,199,3,56,98.6,1.629
100,59278703498723214321,61,2,18,0.0,0.199
100,56145638547230187810,1303,4,59,99.1,1.418
100,51270163494905892729,269,3,37,98.8,1.387
100,10961474903670569274,673,3,37,99.0,7.165
100,27674387836383434105,991,3,55,99.2,2.490
100,90767218709656149692,1031,4,37,99.3,6.808
100,97490769492585298527,719,3,65,98.9,8.875
100,26523816589672967654,199,3,55,99.0,1.540
100,29698325450569272141,3,1,2,0.0,0.164
100,74383656143450307816,2081,4,50,99.2,5.212
100,39676725036741692929,919,3,63,98.8,1.615
100,86365496345070541492,443,3,56,98.6,1.852
100,77894747256127836145,59,2,17,0.0,0.165
100,82141070169236521812,383,3,74,98.7,1.720
100,29290763478381676765,1237,4,72,98.8,1.674
100,48365490787612705250,1609,4,55,99.2,1.393
100,27876181236129230705,263,3,59,97.9,1.282
100,96103254749878341270,1367,4,65,98.9,1.317
100,61230127892341216123,193,3,78,97.4,1.485
100,58361016345658789030,13,2,6,0.0,0.146
100,71298103678945450109,23,2,9,0.0,0.140
100,88789896707430585698,421,3,90,98.3,1.609
100,45058709014107290909,31,2,11,0.0,0.247
100,78581294145474761016,593,3,55,99.2,1.573
100,45434963652983698585,1669,4,68,98.9,1.536
100,40583876123632361070,557,3,89,97.6,1.592
100,27454925270149634549,53,2,16,0.0,0.259
100,62161696327490303850,751,3,63,99.0,1.455
100,53494545674569270925,11,2,5,0.0,0.144
100,80587418989456169272,479,3,83,98.1,1.516
100,83616545690327276161,463,3,61,99.0,1.406
100,70563612305458925638,4261,4,106,98.9,2.092
100,87892345236505470743,479,3,71,98.0,1.392
100,94185014703492903616,3,1,2,0.0,0.165
100,79858541218123816507,829,3,93,97.9,1.381
100,62943294987494361058,1409,4,68,98.9,1.543
100,53234703074165692745,1181,4,70,98.8,1.610
100,80723612509692507470,241,3,74,98.3,1.572
100,69818143454383896925,101,3,22,99.0,1.058
100,64547018309456947850,751,3,49,99.3,1.345
100,55230183810141650983,641,3,88,98.0,1.619
100,28381210707894961258,593,3,71,98.8,1.354
100,43290165458103438341,107,3,22,99.1,1.026
100,64129470747030343490,1009,4,67,98.4,1.578
100,73034367016161870981,103,3,22,99.0,1.183
100,86529852105052169292,211,3,72,98.3,1.542
100,77078783292905630709,521,3,75,98.3,1.458
100,16787432963034329638,127,3,23,97.9,1.151
100,43894183630503298381,293,3,51,99.2,1.470
100,26345298729632723618,5431,4,116,99.3,1.781
100,23292923676123278761,619,3,82,97.9,1.506
100,70523274123898985656,373,3,55,99.0,1.512
100,55432163210569892185,79,2,22,98.3,1.092
100,72309078565858541036,47,2,15,0.0,0.176
100,25874721010361492907,1109,4,75,98.6,1.876
100,40363270967492101272,967,3,74,98.5,1.603
100,45434905032709812367,137,3,22,98.9,1.110
100,38541636707892929294,373,3,82,98.5,1.606
100,57810507214981870789,19,2,8,0.0,0.291
100,64501296569818567054,367,3,62,99.0,1.400
100,15254969012103274789,557,3,100,97.2,1.633
100,96147014981292165874,139,3,22,99.2,1.083
100,45214105238523854365,1051,4,101,98.0,1.679
100,52745890187298907098,257,3,72,97.9,1.524
100,69070341436587296583,31,2,11,0.0,0.201
100,84185492347076363476,499,3,60,99.0,1.235
100,73058523630343494147,2521,4,57,99.1,1.428
100,22509834947456725890,439,3,55,99.2,1.933
100,45214503010589436129,101,3,22,98.3,1.086
100,54347092789816321896,239,3,60,99.0,1.412
100,49834789856905898981,7457,4,113,99.4,1.819
100,82365670363052767494,167,3,23,98.9,1.073
100,21474587818523894343,127,3,22,99.1,1.229
100,52107438989236703474,4159,4,90,98.3,2.003
100,59636709038505272343,191,3,88,98.2,1.576
100,22989852585490765430,1171,4,54,99.2,7.665
100,97472785898325296163,523,3,52,99.0,2.486
100,46987494547474947818,1223,4,55,98.7,4.768
100,41218501694149450767,251,3,35,99.3,2.248
100,18103074187654963470,101,3,23,98.3,1.919
100,69850581470581294563,263,3,46,98.2,5.127
100,20121214367272385294,281,3,45,98.8,6.960
100,43690707898189898501,269,3,71,98.7,4.523
100,68105090741274103010,239,3,48,99.2,1.736
100,51434707690187610747,1429,4,59,99.1,1.369
100,64949078945876345874,281,3,79,98.2,1.350
100,49418947838343230341,823,3,54,99.2,1.273
100,76925030747290929212,3041,4,60,99.0,1.381
100,17270961052767610541,229,3,60,98.1,1.299
100,86989490707650967834,281,3,70,98.6,1.404
100,39238769298541830789,1999,4,55,99.2,1.591
100,20105810985636343456,521,3,82,98.2,1.673
100,77212903234949298543,347,3,72,98.7,1.447
100,60909650941016349218,677,3,56,99.1,1.790
100,19298127858105258769,1039,4,54,99.2,1.916
100,24343678547092969034,73,2,21,0.0,0.294
100,39298529278107892387,233,3,95,97.9,1.643
100,26961816101450323674,2239,4,54,99.2,1.311
100,49898961674727294145,401,3,81,98.5,1.361
100,26389474545436305236,67,2,19,0.0,0.309
100,95236107252327450701,37,2,12,0.0,0.179
100,76107078327634101056,1283,4,94,98.2,4.121
100,11096967838963838763,1697,4,55,98.9,1.400
100,78943074103634123434,883,3,53,99.0,1.343
100,95072103216167818749,163,3,56,99.1,1.945
100,94363810167214329476,13,2,6,0.0,0.188
100,83274323652525852167,599,3,79,97.6,1.834
100,96367694169892525810,487,3,50,99.3,1.299
100,63092969892783858981,83,2,22,98.1,1.117
100,94765458187456127438,31,2,11,0.0,0.190
100,85676565030963274147,13,2,6,0.0,0.189
100,22943438941418945430,5419,4,115,99.3,1.884
100,21470345272321694923,2837,4,83,98.5,1.499
100,84721610147854185614,433,3,23,98.8,1.276
100,51274521872369410949,107,3,23,99.1,1.066
100,24785678123614769818,3163,4,68,98.8,1.583
100,37874549616543078587,1499,4,61,99.0,1.455
100,82741276789454387894,101,3,22,98.9,1.065
100,47476541078363890729,431,3,78,98.3,1.554
100,30385096983494147838,199,3,67,98.1,1.362
100,75454109854147636169,163,3,23,98.9,1.052
100,40763838707638527432,997,3,100,97.9,1.617
100,99858945412501216121,293,3,54,99.2,1.538
100,36905412167678921630,281,3,83,98.2,1.471
100,17498327812901870343,283,3,23,99.1,1.042
100,80943658329456501212,281,3,45,99.0,1.326
100,17454389636123092927,7,1,4,0.0,0.199
100,62521218147836901816,1021,4,61,99.0,1.586
100,65478125670149296725,41,2,13,0.0,0.305
100,16127430947032309836,1129,4,74,98.3,1.789
100,47232507852765218341,311,3,64,98.9,1.449
100,26565032783416967032,283,3,99,98.0,1.701
100,79638307454123038705,6451,4,114,99.2,1.783
100,86107814745252303214,2089,4,61,99.0,1.374
100,97892727016983098929,61,2,18,0.0,0.206
100,26501434783898903458,977,3,92,98.1,1.499
100,93618945850705892523,47,2,15,0.0,0.319
100,20525892361418561672,211,3,70,97.8,1.662
100,45438189696963212383,193,3,22,99.2,1.107
100,28127836589052385818,2383,4,57,99.1,1.489
100,49652945074103076927,31,2,11,0.0,0.199
100,76387838501898947076,2549,4,57,99.1,1.538
100,25296129450303898961,23,2,9,0.0,0.199
100,78961252167094381678,419,3,58,99.1,1.492
100,53452329430321814561,619,3,61,99.0,1.392
100,26327038563456305838,877,3,71,98.8,4.665
100,25058149096963672749,797,3,72,98.2,2.862
100,60765056929634187830,887,3,71,98.8,3.760
100,53414121450989458345,383,3,44,99.2,3.716
100,22323058961818587814,1013,4,63,98.3,18.277
100,85876929612141052761,3,1,2,0.0,0.147
100,94503430741232963650,409,3,43,99.2,2.463
100,89854367692923898947,227,3,53,98.2,1.436
100,64347412707476769432,7,1,4,0.0,0.157
100,63296567234503496523,61,2,18,0.0,0.248
100,74303098583618767830,647,3,61,99.0,1.275
100,67410383278781894169,151,3,22,98.9,0.937
100,62187412185216549894,509,3,92,98.1,1.519
100,77276385692981016141,23,2,9,0.0,0.176
100,60581072769892507016,479,3,74,97.9,1.500
100,77634149698729278961,3529,4,52,99.2,1.411
100,20781612725696387894,5,1,3,0.0,0.142
100,29210145212589076961,401,3,88,97.1,1.572
100,90169216349036963612,463,3,64,99.0,2.107
100,73418325658361278105,967,3,61,99.0,1.393
100,14361478103252143016,859,3,108,97.8,1.475
100,55094961654589890109,331,3,65,98.9,1.247
100,24707210543472307670,1657,4,60,99.0,1.280
100,81674343076985412907,941,3,59,99.1,1.499
100,86725692503890729818,71,2,20,0.0,0.249
100,77632761672967652129,1877,4,54,99.2,1.361
100,48363874727474101236,953,3,61,99.0,1.463
100,93856181632745274589,467,3,65,98.8,1.426
100,50987670781052147414,31,2,11,0.0,0.249
100,51294725070347094367,37,2,12,0.0,0.181
100,32149878749450963698,7,1,4,0.0,0.161
100,59410107054969238505,5,1,3,0.0,0.137
100,92965036969870749270,47,2,15,0.0,0.255
100,71014503074729254509,1373,4,47,99.4,1.211
100,30769298103634769652,863,3,94,98.2,1.857
100,49296385498703674985,191,3,61,98.2,1.624
100,32725410367492765496,83,2,22,99.0,1.195
100,25230329892763852727,659,3,86,98.2,1.665
100,84103834569418167234,509,3,73,98.7,1.352
100,43214103098969270709,197,3,23,99.3,1.206
100,30945250925478385898,37,2,12,0.0,0.170
100,81498547858907278187,2111,4,59,99.1,1.281
100,26767894367896329472,431,3,90,98.2,1.564
100,95294365890303094785,61,2,18,0.0,0.222
100,76167672121614745414,5419,4,114,99.2,1.977
100,59076969472367232127,1759,4,68,98.9,1.517
100,56727858563278903232,1801,4,52,99.2,1.285
100,13452345414321814765,683,3,67,98.3,1.953
100,60961034923696147834,173,3,23,99.1,1.218
100,59838741098701294925,881,3,89,98.3,1.656
100,90925290365656529656,151,3,23,98.1,1.139
100,47036363898765834703,911,3,67,98.9,1.586
100,32905810143256709230,349,3,56,99.0,1.493
100,85656509616145094903,953,3,65,98.9,1.407
100,34787852301818545892,761,3,83,98.3,1.817
100,19874703674945230987,53,2,16,0.0,0.223
100,76349254947238341210,1777,4,94,98.2,1.543
100,19438707294543618543,1459,4,124,97.5,2.044
100,74307016525612747872,4639,4,92,99.3,2.204
100,13436705474965496527,1153,4,53,99.2,1.339
100,96127496503010587076,457,3,66,98.9,1.401
100,61834109432367810743,1489,4,60,99.0,1.516
100,80921492125434181876,271,3,85,98.0,1.700
100,37290923816501078725,59,2,17,0.0,0.259
100,62961814763250349230,421,3,73,98.7,1.465
100,27292761072107878509,1291,4,49,99.3,1.258
100,42343018105434723290,23,2,9,0.0,0.234
100,59830527270907610569,509,3,72,98.8,1.623
100,70503654567856343230,47,2,15,0.0,0.224
100,43656967430107896583,571,3,62,99.0,1.473
100,54589454101854969270,3,1,2,0.0,0.146
100,19430743898765676389,677,3,54,99.2,3.302
100,20989212985612109874,7,1,4,0.0,0.242
100,51052121410983438945,491,3,53,99.1,1.803
100,30141894901414969894,197,3,22,99.1,1.073
100,67278909854167096941,223,3,22,99.3,1.054
100,56985074949036105418,43,2,14,0.0,0.304
100,83636729812767216907,2029,4,58,99.1,1.339
100,12101092963836703670,883,3,70,98.8,1.490
100,49614909470365432527,6011,4,96,99.4,1.715
100,22369878305814541058,19,2,8,0.0,0.184
100,61252707414743050327,149,3,75,97.7,1.524
100,54723412109418301232,1229,4,60,99.0,1.333
100,27434969634521094961,1663,4,56,99.1,1.204
100,44325050983052301618,1103,4,64,99.0,1.410
100,23034361078767472123,41,2,13,0.0,0.245
100,64369276525698701210,167,3,76,98.0,1.852
100,41858169872545096985,1657,4,85,98.3,2.279
100,34121418565454325696,617,3,60,99.0,1.278
100,49856543474949652321,6299,4,107,99.1,1.577
100,42949290549630361492,409,3,88,98.1,1.473
100,75058189854949836361,2309,4,74,98.7,1.336
100,24927250327896703274,797,3,89,98.2,1.658
100,43474765418307452167,499,3,23,99.2,1.009
100,88769892363052727258,211,3,22,98.4,1.175
100,33850703270189276169,911,3,39,99.0,1.601
100,88183296107270701456,1409,4,52,99.2,1.570
100,87612909672105492543,19,2,8,0.0,0.237
100,72503038541234583638,601,3,50,98.2,1.461
100,45056549290527856981,2801,4,68,98.9,6.053
100,38323872185050121696,293,3,60,99.0,1.603
100,65690101476541238941,269,3,23,99.0,0.941
100,16327216783652101816,2371,4,63,99.0,1.313
100,49416981030361454143,997,3,55,98.8,1.594
100,88309656987898769878,73,2,21,0.0,0.302
100,89472781894963036349,331,3,33,98.2,1.586
100,26347678307212941036,1117,4,55,99.1,1.603
100,93254345814145078949,31,2,11,0.0,0.176
100,34961854127436143676,3,1,2,0.0,0.171
100,79434383492521830723,691,3,46,99.1,1.371
100,84145430501212721412,457,3,53,98.2,2.860
100,81250127252305656767,1439,4,59,99.0,1.611
100,88305872705096749250,139,3,39,98.9,3.229
100,63832163670109214123,181,3,44,99.0,1.333
100,78741874301234927218,661,3,61,98.1,1.720
100,59270365254309212385,281,3,55,97.7,1.658
100,14727238909438527832,593,3,47,98.1,1.471
100,41670969012107812103,563,3,48,99.2,1.524
100,62569056167234325858,479,3,43,99.1,1.329
100,91616761634505030363,2399,4,53,99.2,1.516
100,26103836121630745838,557,3,45,99.0,1.512
100,45858927478527494929,97,2,22,98.4,1.147
100,52183416501494343016,17,2,7,0.0,0.197
100,83436109018929638743,233,3,51,99.0,1.802
100,70743274725614769296,1933,4,51,99.3,1.493
100,33054963014929094703,2267,4,92,98.0,5.169
100,42927814965812989410,83,2,22,98.1,1.248
100,99696527638945692301,193,3,40,98.8,1.448
100,64301096189072949216,3,1,2,0.0,0.174
100,45272929638349692145,3847,4,60,99.0,1.497
100,22941696963894507632,379,3,48,98.7,1.677
100,99878921892141678747,359,3,36,97.9,1.693
100,36163072723212127452,3637,4,54,99.2,1.401
100,79216327274985636387,59,2,17,0.0,0.204
100,18963278389638105274,3,1,2,0.0,0.171
100,97492385434349610905,2153,4,62,99.0,1.811
100,28563834309230369610,419,3,39,98.0,1.451
100,35492965478167290969,1237,4,71,98.2,1.925
100,92707670721232985470,1013,4,56,98.6,1.549
100,53890929038165892923,601,3,57,98.2,1.619
100,72969454385294949836,359,3,44,98.7,1.465
100,51816721896105074349,787,3,109,97.5,2.422
100,30305818121878521098,1289,4,49,99.1,1.566
100,49472769610981458147,787,3,58,98.9,1.643
100,22525292307812707634,199,3,55,97.3,1.692
100,91894945696527854165,191,3,23,98.9,1.267
100,78549676149072527490,409,3,60,98.1,1.643
100,51218729650549096361,631,3,38,98.9,1.415
100,58963836169634767490,149,3,33,99.0,1.544
100,53056307270783434765,3,1,2,0.0,0.225
100,86105832585476187238,641,3,42,99.2,1.663
100,81872123854385898363,487,3,40,98.3,1.950
100,82361290509054149058,281,3,57,98.2,1.959
100,17812947078785254525,167,3,56,97.0,1.695
100,24183612707250741654,113,3,46,99.1,1.431
100,69876141490125654181,3643,4,97,98.1,1.880
100,94741890905278547234,1049,4,54,99.1,2.369
100,13050703498721094907,1063,4,47,98.1,2.993
100,96925652749498505050,2293,4,80,98.4,1.684
100,75294367816763818149,53,2,16,0.0,0.242
100,92107678145034185070,53,2,16,0.0,0.209
100,21892321874367256503,61,2,18,0.0,0.230
100,56567054565470507656,521,3,77,98.4,1.839
100,91290567416109012743,47,2,15,0.0,0.174
100,96905636585094923630,233,3,40,98.9,1.603
100,27610369670747292181,43,2,14,0.0,0.305
100,90785216305238305630,283,3,39,99.0,1.567
100,79814309094103652321,101,3,23,99.0,1.236
100,12727630509890123832,157,3,49,98.0,1.712
100,95434385490549254903,131,3,49,97.3,1.957
100,46967836167434947498,773,3,56,99.1,1.618
100,37690707698161632169,71,2,20,0.0,0.339
100,78969834727612981056,2141,4,82,98.5,2.179
100,43238705694327218929,2621,4,63,99.0,1.560
100,50943896361870947296,1933,4,59,99.1,7.086
100,73490141634783618567,593,3,41,98.8,1.674
100,66709214983490563050,11,2,5,0.0,0.175
100,89238763818581634383,1229,4,49,99.2,1.483
100,30761436129498903032,1051,4,93,98.2,1.719
100,49292787238383270981,13,2,6,0.0,0.184
100,26909214161852181430,1667,4,58,99.1,1.409
100,95632141094529450705,73,2,21,0.0,0.241
100,40981278707290903238,3,1,2,0.0,0.173
100,69694903254767810183,631,3,45,99.2,1.467
100,12189052783672589210,383,3,32,99.1,1.363
100,41054125852105898921,53,2,16,0.0,0.330
100,92103898183030149654,3,1,2,0.0,0.182
100,43014161898545296907,1231,4,76,98.3,2.709
100,20187830789054341852,1723,4,52,99.2,1.435
100,13056965650529236729,67,2,19,0.0,0.221
100,60167656941830501670,1549,4,54,99.0,1.414
100,45036901218369254505,1877,4,86,98.2,1.645
100,72787092325074305050,1163,4,46,98.8,3.267
100,49272769810309032363,229,3,92,98.1,2.115
100,90947492769058721056,167,3,23,99.0,1.175
100,21098309052985672341,643,3,67,98.7,1.575
100,36929050989632543098,109,3,22,99.0,1.112
100,33674501478927878585,379,3,64,98.7,2.943
100,54307278581454107010,541,3,51,99.0,1.385
100,63834767012367892929,1087,4,59,99.1,1.469
100,28169418967478565634,229,3,23,99.0,1.175
100,53294703694767452185,1453,4,48,98.7,1.724
100,80983814769054985096,967,3,53,99.2,1.390
100,35456349836529212923,1451,4,57,99.1,1.620
100,40125216343414583630,1063,4,59,98.6,5.388
100,75476783256929858923,137,3,22,99.0,1.426
100,42725638789832305292,17,2,7,0.0,0.223
100,11092923096167098121,1303,4,50,98.8,1.999
100,30925456509874329010,571,3,67,97.5,1.756
100,77658941676365812789,47,2,15,0.0,0.310
100,88185070787072503694,19,2,8,0.0,0.201
100,53490921278765414983,229,3,22,99.2,1.135
100,18941218189212725434,199,3,23,98.1,1.170
100,61830189812767210743,433,3,51,98.8,4.358
100,86925616523092901470,223,3,23,99.2,1.775
100,13690161254169250543,673,3,41,99.2,2.302
100,62967652741076343416,503,3,37,99.1,1.676
100,61636783094389652583,1663,4,55,99.0,2.275
100,12783418143416985234,1597,4,58,98.2,2.010
100,23692787454903476967,6551,4,85,99.4,2.011
100,74301056349810765074,1061,4,37,99.1,1.324
100,47016383032389474329,1483,4,63,99.0,1.847
100,70969236501254969636,953,3,49,99.0,1.273
100,73034723836763290509,1063,4,50,99.0,7.162
100,36929432545456967050,233,3,60,98.4,2.695
100,39470161896905250987,101,3,23,98.8,0.968
100,38143696361276165234,449,3,62,99.0,1.352
100,39290127078163078505,41,2,13,0.0,0.195
100,78523416165498389252,277,3,38,98.2,6.740
100,69616345470507234183,3,1,2,0.0,0.192
100,48563898345258529298,41,2,13,0.0,0.316
100,87672125250363494101,607,3,55,99.1,1.731
100,50721014967014949892,251,3,51,98.6,1.915
100,93494307256329436543,23,2,9,0.0,0.261
100,76745436969450303438,523,3,61,98.0,4.589
100,27294363674589072325,283,3,49,97.9,4.810
100,46543636943016923636,17,2,7,0.0,0.257
100,21652143834787494101,2963,4,55,99.2,4.618
100,38347610707214505478,83,2,22,99.3,1.084
100,45636589652305810783,3,1,2,0.0,0.145
100,44143858707696187470,4799,4,125,99.0,2.138
100,35272545492107030501,389,3,34,99.1,1.534
100,52921892501892781058,2551,4,48,99.2,5.121
100,45836161490103290903,491,3,45,98.8,2.847
100,88961212527816941210,71,2,20,0.0,0.391
100,43636945032183052125,173,3,23,99.0,1.620
100,40121436361292103218,193,3,47,98.3,5.112
100,93434761852389250109,83,2,23,98.3,1.235
100,98987056345812363472,1129,4,34,99.2,1.422
100,47430581050129856505,1619,4,50,98.8,2.017
100,94701698383214701014,557,3,54,98.9,2.532
100,49494561850985634743,239,3,31,98.3,1.440
100,50703276141430929052,1013,4,53,97.9,1.816
100,61036701478147052143,1373,4,54,98.8,1.630
100,88927892163278949030,97,2,22,99.0,1.153
100,65870923214961636929,67,2,19,0.0,0.308
100,28145238367694967432,863,3,59,98.5,3.245
100,13292103452107010383,241,3,22,99.2,0.931
100,92747236725238963490,229,3,46,98.4,1.581
100,61210545414743250567,223,3,22,98.4,1.245
100,46729674181612707272,349,3,71,98.2,1.363
100,55058107292501674365,499,3,63,99.0,1.243
100,40343612343492967252,4201,4,55,99.4,1.246
100,27656567418581032725,227,3,23,98.9,0.964
100,84389292741050323872,1093,4,55,99.2,1.201
100,19896105414185292563,193,3,43,98.3,8.034
100,58965254949498369818,97,2,22,98.7,1.451
100,99252727630767012785,1481,4,54,99.1,1.687
100,94783816505416929454,79,2,22,99.1,1.188
100,97490107892969630783,3347,4,55,99.0,1.968
100,88121070729054187010,2927,4,77,98.6,1.703
100,95890543072505638107,1297,4,57,99.1,1.310
100,40701870565618583276,1033,4,50,98.1,1.307
100,69252189674121854363,29,2,10,0.0,0.236
100,76549076507838343414,839,3,32,98.9,3.282
100,39236989634185212101,3203,4,61,99.0,1.607
100,24929458709296123270,2953,4,57,99.1,1.368
100,57676387214147898783,257,3,53,98.2,1.690
100,46349634509216127612,41,2,13,0.0,0.136
100,21414107490783250727,101,3,22,99.0,1.011
100,72503030727472785894,277,3,55,99.2,1.453
100,49478767490729016141,293,3,59,98.8,1.272
100,28909212329092367454,317,3,70,98.3,1.549
100,49836783494543432169,2267,4,61,99.0,1.311
100,14721834349650169654,89,2,22,98.3,1.593
100,71838747236145276107,367,3,58,99.0,5.710
100,66581676923638509290,269,3,23,99.0,1.323
100,19854525834965816303,2039,4,62,99.0,1.773
100,78581476905872585412,3581,4,56,99.1,1.574
100,45896567490581474507,5,1,3,0.0,0.152
100,50129272545654147074,661,3,62,98.3,2.041
100,99854743092501898905,547,3,59,98.8,1.744
100,22125698385418127692,1321,4,91,98.0,2.014
100,69890943016149616367,181,3,40,97.7,2.767
100,64947478501414929898,1747,4,43,99.0,1.535
100,65872169476749810189,17,2,7,0.0,0.154
100,70581658329632529012,953,3,59,99.1,1.540
100,91816707032125892761,227,3,47,98.0,1.468
100,34183216129030129814,5,1,3,0.0,0.152
