digits,n_prefix,p_min,p_min_digits,attempts,sieve_elim_pct,time_ms
100,11492545416963256109,2707,4,70,98.8,5.133
100,16701034965450509230,131,3,22,98.9,1.296
100,29694561434589250329,821,3,56,98.9,2.818
100,74901856503216543674,43,2,14,0.0,0.252
100,81270547456167876181,503,3,58,98.6,3.771
100,98303816563618181834,1213,4,54,99.2,1.779
100,47692361034589872901,617,3,61,98.8,1.807
100,12143252167878383292,61,2,18,0.0,0.318
100,21854341872921854107,3067,4,49,99.1,4.799
100,56989670967818967672,61,2,18,0.0,0.200
100,11498783478501290569,313,3,60,98.9,2.087
100,46503810341250929692,179,3,53,98.9,1.673
100,81030361612367018183,11,2,5,0.0,0.188
100,36301878561832321256,661,3,53,98.8,1.629
100,93070329896987634509,983,3,78,98.6,1.834
100,24721212705456903836,1483,4,53,99.2,4.331
100,15470901616501074989,2053,4,93,98.2,1.961
100,16901294169016701012,239,3,49,99.0,1.431
100,51874523290387258581,211,3,42,98.9,1.440
100,74745032921878369234,277,3,23,99.2,1.552
100,11694105816707272183,1069,4,69,97.9,1.991
100,90583234925612181892,373,3,45,98.5,2.057
100,89270741870343656507,31,2,11,0.0,0.279
100,92167276523078363834,67,2,19,0.0,0.326
100,75412361232749694981,223,3,45,99.0,2.026
100,12505890127430903614,1721,4,68,98.9,1.985
100,83498723036367252723,379,3,51,99.0,1.757
100,30969618927610183496,139,3,22,99.0,1.717
100,23652761072921218327,239,3,22,99.1,1.609
100,46587216189414527016,2131,4,52,99.1,1.740
100,21638943812501658923,113,3,22,99.1,1.615
100,12745058985498963018,61,2,18,0.0,0.436
100,41294521814341650569,2267,4,57,99.1,1.821
100,50161278787872967818,1249,4,54,99.1,2.083
100,47052345836181298763,1231,4,86,97.6,2.042
100,48187210341692363072,977,3,60,99.0,3.192
100,29850589630345490189,1667,4,83,97.5,2.778
100,92181698923014765654,53,2,16,0.0,0.343
100,89234367614567010581,1873,4,56,99.1,11.512
100,98369016161610341618,1009,4,65,98.9,3.945
100,31238907436385058301,3271,4,45,99.4,4.987
100,96329678161236187890,1601,4,56,99.1,1.634
100,27836703012307058107,653,3,53,98.0,5.140
100,22341472521090589498,53,2,16,0.0,0.350
100,49674149898727290909,307,3,51,99.3,7.008
100,58345892969676307456,541,3,48,97.7,1.760
100,81056381696145218983,433,3,56,98.3,6.422
100,84127810387630945812,223,3,44,97.4,6.117
100,85618749092989474761,1861,4,61,98.9,1.831
100,40705478187692945474,31,2,11,0.0,0.221
100,39092101218701430123,373,3,39,99.2,1.682
100,48565452389670169636,643,3,44,98.9,1.670
100,75834781438143472909,883,3,67,98.0,2.138
100,70347058125030521216,359,3,60,99.0,2.148
100,67498145650989272189,2347,4,54,99.2,5.118
100,84169876345414501472,1019,4,42,99.0,4.632
100,57276785638905274501,3671,4,54,99.2,4.793
100,50341072507090561818,17,2,7,0.0,0.537
100,91856147234327296985,971,3,44,99.0,7.380
100,68767874743816909238,53,2,16,0.0,0.578
100,91090723036723472163,181,3,23,99.0,2.044
100,74525834169098765296,73,2,21,0.0,0.185
100,93698129838107452381,839,3,41,99.1,1.616
100,86905438901252503636,827,3,40,98.8,1.934
100,97676767294961472323,163,3,51,99.0,3.587
100,26925256343274749650,449,3,38,99.1,1.359
100,67690943630987878141,3,1,2,0.0,0.191
100,20707014387036769878,1283,4,60,97.8,2.116
100,49436969298545818163,6863,4,118,99.3,2.841
100,58721452145274943052,71,2,20,0.0,0.262
100,99852789650563474149,43,2,14,0.0,0.170
100,40903874923096543452,1619,4,39,99.1,1.482
100,89098527036303610585,743,3,52,99.1,2.883
100,88129890583856529470,571,3,62,99.0,1.621
100,83654503856903254927,1181,4,88,98.0,1.978
100,66301676345650343458,11,2,5,0.0,0.229
100,21654507492525812145,467,3,42,99.2,1.473
100,36505654587094545456,37,2,12,0.0,0.307
100,79656169052387854723,859,3,61,99.0,2.010
100,52705476709692385070,653,3,50,99.1,2.511
100,49698383012943450567,37,2,12,0.0,0.345
100,36103014927236565638,179,3,45,98.5,1.893
100,33836783212925250923,809,3,47,98.9,2.099
100,76741232347470725434,1619,4,40,99.1,1.951
100,21898181412589450303,1163,4,40,99.1,5.508
100,66907836125858565090,1019,4,68,98.9,1.871
100,25292581430525294949,83,2,22,98.7,1.309
100,24349632185090985450,607,3,62,98.9,1.905
100,39852903852129056165,653,3,60,98.1,1.538
100,56309616363812925056,5441,4,74,99.3,1.945
100,33678189852185418343,797,3,55,99.2,1.630
100,72709410763870143292,263,3,44,98.7,3.139
100,69414947412367614569,23,2,9,0.0,0.376
100,76101030529076105030,251,3,23,98.9,1.416
100,71436329896903870545,181,3,73,97.3,2.604
100,66309014503096745410,73,2,21,0.0,0.246
100,13812367070109694589,1693,4,88,98.3,4.721
100,12323296769016587212,179,3,22,98.8,1.240
100,57616143470181076183,3253,4,58,99.1,2.233
100,48701296567416165030,257,3,67,98.8,1.858
100,95852129414123610783,773,3,111,97.7,2.115
100,24949892545294301238,2647,4,75,98.6,1.993
100,37092327456965834587,457,3,49,98.1,1.925
100,56581494967078701810,149,3,36,97.4,1.955
100,53490309052307214105,2671,4,54,99.2,2.096
100,98907874585614745854,863,3,38,99.0,1.997
100,99634901614741218503,659,3,32,99.0,1.972
100,98181456707438501054,19,2,8,0.0,0.285
100,11232967076945236901,233,3,45,99.1,2.027
100,68301654187258727638,1291,4,94,98.0,3.779
100,85674923012301634347,1733,4,52,99.2,1.759
100,46541474947874385254,79,2,22,98.7,1.106
100,43078189056341676961,23,2,9,0.0,0.173
100,60945456569236141016,379,3,64,98.3,2.049
100,77294747678921896761,821,3,42,99.0,2.350
100,40143252787698941856,101,3,22,98.3,1.152
100,37214763232983490507,283,3,75,97.7,1.779
100,62921696383632303492,59,2,17,0.0,0.291
100,85610585638947258121,2029,4,61,99.0,2.527
100,10385432727030567818,61,2,18,0.0,0.249
100,61218563052387690523,593,3,64,98.1,4.758
100,22929890707450701498,1153,4,51,99.1,1.524
100,77616147656387852563,199,3,48,98.9,4.594
100,10741014709650587676,1297,4,57,99.1,2.079
100,51476561632345456709,503,3,64,98.0,1.613
100,60121452923652307438,223,3,46,97.9,6.304
100,17090563234767076183,191,3,23,99.1,1.409
100,72307898547470327694,1291,4,64,99.0,1.567
100,31894985616905034149,1487,4,41,99.1,1.486
100,40387210765296705834,1223,4,68,98.9,1.673
100,71498523632501018707,773,3,55,98.4,1.629
100,36303812721838301890,83,2,22,99.0,0.993
100,13890781410767616547,41,2,13,0.0,0.154
100,78107496763850143212,167,3,23,97.9,1.048
100,55830541212527274341,31,2,11,0.0,0.228
100,90945454923038705272,2383,4,68,98.7,6.289
100,71058941852329810387,1999,4,50,99.2,1.241
100,88927610723678747698,283,3,40,98.1,1.398
100,31656749854585652345,257,3,56,99.1,1.429
100,92925096929216743292,131,3,23,98.2,1.044
100,31612369896167056741,1699,4,70,97.7,5.848
100,38745258563872767858,787,3,50,98.1,2.373
100,75616169212943618121,1733,4,50,98.9,1.658
100,18987072189090703236,641,3,47,98.3,1.538
100,25458121494989410589,797,3,47,99.1,1.606
100,98305296389256721072,479,3,54,98.6,1.724
100,37072741234563470747,67,2,19,0.0,0.336
100,50943216167818527050,1237,4,87,98.1,1.717
100,33436767296501494767,541,3,42,98.9,1.668
100,56905074143496107698,1259,4,59,99.1,1.578
100,65278169894385214101,1039,4,49,99.2,1.483
100,48907018107618549278,2663,4,56,99.1,1.429
100,23416125650963416149,1213,4,60,98.8,1.942
100,12945672525836769416,13,2,6,0.0,0.253
100,43890369818903016525,757,3,43,98.9,3.440
100,42107612345618561490,31,2,11,0.0,0.293
100,23036903676163670145,859,3,43,98.7,1.623
100,34305074703856569290,1321,4,81,97.5,2.132
100,65810985692745612365,127,3,22,99.0,1.106
100,86545618101072949476,379,3,45,98.3,1.631
100,63458947810763672961,1153,4,108,97.7,2.522
100,40187458103272507676,353,3,45,98.8,1.311
100,77616367816345630909,157,3,23,98.2,1.247
100,66987692727232545478,853,3,50,99.0,1.737
100,15870145252565474981,271,3,63,97.8,1.930
100,16923692547098943458,1787,4,67,98.9,1.929
100,23890929478987858303,743,3,69,98.0,1.973
100,40381490929694923878,37,2,12,0.0,0.257
100,79230183414129030109,17,2,7,0.0,0.209
100,50121698969218565816,1223,4,47,99.0,1.396
100,45276905834741834523,1481,4,60,99.0,1.700
100,80943210707230707250,23,2,9,0.0,0.307
100,19030349450145472123,2777,4,88,97.7,6.529
100,94525030723018305096,2557,4,54,98.9,1.472
100,27674361650907274947,47,2,15,0.0,0.289
100,48965416109850323876,163,3,58,99.0,1.761
100,23418961694167492725,2441,4,53,99.1,2.425
100,10707638749612523052,127,3,23,98.8,1.379
100,31696107690707894189,3,1,2,0.0,0.190
100,72943670123878503616,83,2,22,99.2,1.231
100,17458927896527052565,523,3,51,98.1,1.718
100,68545234363896747690,1319,4,49,99.0,1.724
100,47012321438181612947,23,2,9,0.0,0.263
100,92565630543496161218,337,3,48,99.2,1.661
100,69876321478365054103,641,3,46,99.1,4.282
100,22569672587278503256,193,3,33,98.0,3.736
100,95276183078945816723,229,3,39,98.4,1.720
100,12509676327874503434,227,3,23,98.8,1.215
100,41018309258541650145,331,3,42,99.0,1.300
100,78189254907252785690,379,3,38,98.4,1.473
100,53210125278989450903,149,3,22,98.2,1.220
100,64169652963034309256,461,3,42,99.1,2.406
100,53092565432101074343,661,3,38,99.2,2.168
100,62569838301852369656,349,3,51,98.7,1.626
100,89018527432343690763,577,3,35,99.0,1.567
100,80741470349078501650,661,3,56,98.9,1.970
100,33838343290567898541,383,3,35,99.0,1.777
100,20749850325832301870,743,3,60,98.9,2.141
100,49852589294741636189,2099,4,57,99.0,1.728
100,70503836165612943852,1619,4,37,99.3,2.805
100,17694185414349090763,337,3,42,99.1,1.571
100,26185452503010567298,641,3,51,98.4,2.859
100,67610769652369436983,71,2,20,0.0,0.316
100,76309254701658961218,2887,4,59,99.1,1.789
100,69094147234345238925,1039,4,49,99.2,1.487
100,26703270149656361276,4951,4,78,99.3,1.762
100,47034121292525494149,887,3,51,99.2,3.915
100,42925692923678149214,3,1,2,0.0,0.183
100,97054523418709878945,547,3,51,99.0,4.797
100,54549036347078363434,877,3,50,97.9,1.577
100,15612503456381238301,911,3,43,99.0,2.397
100,60769470303076189074,643,3,46,97.6,5.954
100,63410981894387476161,1789,4,43,99.3,1.851
100,40925432987298927070,83,2,22,96.8,1.445
100,35834789278749052909,251,3,42,98.9,2.025
100,96763290125430529894,17,2,7,0.0,0.241
100,59898563436321616501,5,1,3,0.0,0.217
100,72149876189078569814,1789,4,51,99.3,4.098
100,77014323276721450167,1423,4,44,99.0,1.747
100,68963252507612343014,79,2,22,98.9,1.318
100,59216985610963432565,1021,4,49,99.1,2.917
100,76761454101210121478,131,3,23,99.0,1.297
100,51852509250965690943,1291,4,59,98.8,1.431
100,62387250305254121476,113,3,22,98.1,2.170
100,29210543230361250565,359,3,49,98.1,4.056
100,92967492369876985278,461,3,63,98.4,1.516
100,11012705636783476985,1021,4,51,99.0,1.373
100,66747696949412903832,739,3,55,99.2,1.430
100,31276941072565676367,2179,4,40,99.1,1.902
100,58707650701692361214,307,3,39,99.1,3.138
100,95056989454943236969,211,3,23,99.2,1.360
100,70969876749670361418,157,3,64,99.0,1.638
100,17270965432369870305,2293,4,54,99.2,2.642
100,24503878569836365450,953,3,90,98.3,4.464
100,27652781616525614987,337,3,45,98.9,2.188
100,96941232565436725490,1699,4,63,98.2,4.239
100,75696943618383854585,3191,4,47,99.1,1.356
100,28105492363652325074,521,3,23,99.1,1.136
100,93634763816901894543,281,3,44,98.9,3.209
100,54309696945076583216,43,2,14,0.0,0.357
100,83416705636501858325,863,3,91,98.1,2.419
100,84505430127430789412,3,1,2,0.0,0.293
100,99018905470525674163,2099,4,61,99.0,1.982
100,84145810923610525034,19,2,8,0.0,0.279
100,29438989610941236783,509,3,99,98.1,2.529
100,86181090787818187414,79,2,22,98.9,4.321
100,35898787872941216967,211,3,44,99.2,5.275
100,72723074763438349898,73,2,21,0.0,0.229
100,61010925038107292363,17,2,7,0.0,0.292
100,40165834345434121438,1867,4,70,98.4,5.023
100,11090381814907018583,1093,4,60,98.5,3.056
100,10705016363850363232,79,2,22,99.2,1.557
100,73418163838721638541,773,3,45,98.7,2.040
100,98765070585098503056,251,3,49,98.5,6.000
100,59870345856369038183,5881,4,118,99.3,5.054
100,56945218969054367810,47,2,15,0.0,0.362
100,85218907458523850947,23,2,9,0.0,0.277
100,62949616541018389610,263,3,50,97.7,2.446
100,85038387412543210107,1321,4,50,98.9,1.879
100,96929210309878327872,113,3,51,97.5,7.940
100,47014901656709416905,353,3,85,98.4,1.866
100,56387672585074905676,677,3,43,98.3,1.584
100,79210527414503434185,1319,4,58,98.9,1.497
100,72565652125018503496,199,3,41,98.8,1.183
100,67650901276901294561,709,3,55,99.1,5.816
100,24321210785274581074,1637,4,49,98.9,1.834
100,15256987672507452123,557,3,60,98.6,1.857
100,68321216721458763614,17,2,7,0.0,0.204
100,93850389610961830327,283,3,47,98.4,1.839
100,40965412761812747892,773,3,52,98.8,1.542
100,59236161052101834101,3433,4,59,99.1,1.468
100,74145890921250723010,47,2,15,0.0,0.230
100,35814107252761212783,11,2,5,0.0,0.158
100,34507416501030725232,709,3,60,98.8,1.351
100,91230901478767834765,149,3,39,98.5,1.519
100,86345092947618729078,431,3,52,97.7,2.093
100,77490943258143854325,2549,4,53,99.2,2.164
100,64141096947292589850,293,3,51,98.1,1.627
100,93234701612585050985,401,3,51,97.9,1.613
100,26563414163812929676,263,3,50,98.0,2.995
100,61896101430165494365,307,3,42,99.0,1.701
100,52743290187472709056,173,3,23,99.2,1.263
100,55254147814103892961,311,3,40,99.1,1.623
100,96525894749072567850,11,2,5,0.0,0.265
100,61436903858161256381,181,3,22,98.3,1.815
100,82187078985834543494,349,3,41,99.0,1.921
100,61696969010321414587,131,3,23,99.1,1.707
100,90327250101034127872,2083,4,50,99.3,2.003
100,27434183614123090703,1459,4,53,98.3,1.932
100,96565076343416189470,317,3,46,98.9,1.740
100,23454343092385836309,109,3,23,97.8,1.336
100,86967218343470965034,41,2,13,0.0,0.223
100,55238303474907216505,787,3,43,98.8,2.447
100,54361236503012309872,89,2,22,98.2,1.361
100,65430983498949496101,1321,4,38,99.2,1.638
100,54103472581454563298,71,2,20,0.0,0.198
100,79814929474721010983,907,3,54,98.8,1.894
100,26347254907892563670,401,3,50,99.0,1.575
100,75414547050327274741,43,2,14,0.0,0.267
100,94181874523278525696,167,3,23,98.8,1.616
100,99058761652321896983,233,3,23,99.4,3.026
100,68901236949294945478,2063,4,64,99.0,1.779
100,15256781836129814587,877,3,34,99.3,1.618
100,34509658545430905236,937,3,50,98.6,1.368
100,89054545058181292349,487,3,48,97.9,1.954
100,78923292181474729292,331,3,103,97.9,4.458
100,55298147616325052385,797,3,44,99.1,1.512
100,94789432989672161878,521,3,86,98.1,5.292
100,55292543614767096745,307,3,23,99.2,1.885
100,84967478781470909850,1291,4,57,99.0,5.304
100,15690129050165658387,479,3,63,98.9,1.990
100,48305494927878765692,599,3,40,99.1,4.648
100,87456183252505870765,113,3,44,99.0,1.790
100,16101092343292303250,127,3,22,99.2,1.272
100,89014969016927256545,877,3,45,99.3,1.952
100,92989896927236767698,113,3,22,98.0,1.396
100,77412169410321238723,2287,4,59,99.0,1.662
100,44947258143858703676,223,3,38,99.1,1.825
100,67850323412747296929,4657,4,58,99.3,4.907
100,74129898961050783810,109,3,22,98.3,1.685
100,93874321036547670785,773,3,69,97.4,2.205
100,52727418549696941654,41,2,13,0.0,0.229
100,61690143454141852725,317,3,40,97.9,1.749
100,56507018381034387450,2129,4,48,99.2,1.506
100,77676323670361612983,359,3,53,99.1,1.667
100,62541258925894723836,277,3,36,99.1,1.338
100,67692105878109290163,863,3,64,98.9,4.520
100,58347878765272505452,1667,4,65,98.6,2.954
100,15878363036967810143,1777,4,52,99.0,1.768
100,96309812309298741096,367,3,40,99.1,1.463
100,65870363018703896147,383,3,38,98.1,1.587
100,64925498921296383034,661,3,41,99.0,5.669
100,39038147854787098569,29,2,10,0.0,0.372
100,12367614507054587470,1979,4,116,97.5,4.899
100,59230343496101098307,467,3,41,97.8,1.630
100,86363038725212129656,3989,4,62,99.0,1.774
100,17852543418765894767,613,3,48,98.0,1.789
100,58387012987850381814,439,3,80,98.5,2.716
100,37858189014923414329,421,3,50,98.9,1.120
100,22521458781476981832,971,3,43,99.2,1.807
100,75894307894569436763,2213,4,58,99.1,1.320
100,56147010503454301892,1423,4,58,99.1,1.234
100,59016725418903496729,2311,4,60,99.0,1.146
100,60747290581416927090,3,1,2,0.0,0.160
100,97254185454167494303,107,3,22,98.6,1.007
100,20583832543432341256,167,3,23,98.3,1.162
100,25610147874305050105,139,3,22,99.2,0.965
100,50581478101836529054,103,3,22,99.2,1.014
100,97432525012501836783,461,3,49,98.2,1.538
100,98169454787490583692,223,3,70,97.9,12.388
100,89410167614187212725,29,2,10,0.0,0.224
100,82369416763856765472,311,3,51,97.9,2.050
100,27014369836903692361,337,3,38,99.1,1.478
100,72749474963836761096,389,3,47,99.4,1.680
100,63852763252529450949,173,3,33,98.7,2.849
100,88381810709438367254,881,3,58,98.9,4.937
100,73658529830385870509,139,3,24,99.0,1.362
100,86387870965454787652,113,3,23,99.0,1.445
100,35210127058183018547,823,3,50,99.1,1.939
100,62941230181250105472,181,3,59,98.3,2.893
100,11054585496743432341,127,3,22,97.5,1.279
100,60981058781492367050,1789,4,56,99.1,1.724
100,83456589070187616185,179,3,47,99.3,5.486
100,98381096547096747834,1123,4,49,99.2,1.451
100,61290981872341692525,227,3,50,97.8,1.486
100,44745858141870981836,31,2,11,0.0,0.159
100,53830985678907492743,31,2,11,0.0,0.223
100,54141812705276301894,1723,4,73,98.7,1.308
100,37298509030345694563,1283,4,53,99.2,1.295
100,18547692743856565650,647,3,44,98.2,5.374
100,31698543292363850321,1531,4,88,98.2,5.436
100,74109894303656789458,1009,4,65,98.9,4.957
100,91018981876901830121,3643,4,56,99.1,2.045
100,66121234129892389436,131,3,100,97.6,3.123
100,47078927610169058567,1783,4,43,99.2,2.753
100,10125812367816925636,13,2,6,0.0,0.202
100,73612163876383250725,43,2,14,0.0,3.802
100,94145076505616965858,1583,4,51,98.7,2.901
100,51458505638329878163,683,3,67,98.0,3.874
100,18923272703694187834,491,3,88,98.1,5.289
100,77290781430925074781,947,3,56,98.9,5.662
100,82587078363092569418,149,3,41,97.9,1.846
100,97232787038921474587,839,3,72,98.1,7.867
100,68505832569658541214,107,3,22,99.1,1.598
100,65434725076123294963,1933,4,57,99.1,9.504
100,16509076323218321870,709,3,50,98.6,2.384
100,99418589692181830343,1181,4,50,99.0,1.855
100,74129072961010149632,229,3,33,99.1,1.452
100,65492127614329816349,97,2,22,98.3,1.272
100,18563652589090341212,947,3,64,98.6,2.813
100,89270745270345696929,41,2,13,0.0,0.228
100,94367054365434905494,233,3,38,98.9,1.773
100,11870307292587810363,821,3,63,98.2,5.368
100,96365858569496181012,1303,4,62,99.0,2.928
100,95078705032765498109,1021,4,38,99.4,1.303
100,66549816723418329834,277,3,61,99.0,1.702
100,35274909652147436127,11,2,5,0.0,0.217
100,86327292129452925694,163,3,22,98.0,1.579
100,59656707472983418585,647,3,31,99.3,1.602
100,44509836107254761892,173,3,43,98.3,1.774
100,21414725030325454969,1987,4,73,98.7,2.416
100,22361292909838529274,3,1,2,0.0,0.155
100,41298921818101214185,97,2,22,98.8,1.011
100,86369890921894785472,367,3,63,97.8,1.742
100,77030565098567430743,317,3,37,98.2,1.473
100,40947018729038567294,17,2,7,0.0,0.144
100,75496701432141218905,2593,4,44,99.4,1.398
100,14303654327832183052,1973,4,55,98.9,1.394
100,95496365614745434189,317,3,49,99.3,2.062
100,34787614121812109274,709,3,61,97.9,1.566
100,39858143694703656149,911,3,56,98.9,1.740
100,46927830767834389236,107,3,23,98.0,1.202
100,39058503894365492169,859,3,62,97.8,1.569
100,46581670765034525292,1613,4,66,98.9,1.368
100,21010709418545418921,1811,4,47,99.1,3.937
100,12169892389210181676,41,2,13,0.0,0.285
100,33256361434545698309,89,2,23,99.1,1.428
100,42323654743290341074,11,2,5,0.0,0.233
100,29876343894905416903,79,2,22,98.6,1.470
100,90501650325634369672,11,2,5,0.0,0.227
100,97674923678781012981,307,3,22,99.1,1.587
100,20929652505490761616,563,3,45,99.2,3.658
100,67490547296365852361,1237,4,67,98.8,7.448
100,76321250763258105630,1447,4,51,99.3,1.788
100,45250145454789216541,967,3,41,99.0,1.549
100,36143832949476901472,1319,4,41,99.1,2.631
100,55838581472141670505,139,3,23,97.4,1.375
100,42903414189056587674,419,3,36,99.0,1.678
100,71456345038187010905,37,2,12,0.0,0.198
100,12925814723092943618,181,3,23,99.1,1.331
100,73230181616101018789,137,3,31,98.0,1.752
100,76309652745474303098,229,3,23,99.1,1.288
100,73050587270727478363,83,2,22,97.5,1.086
100,28145078161898929612,293,3,67,97.8,1.982
100,77670587838749812387,179,3,23,98.8,1.189
100,24143212321832341250,5,1,3,0.0,0.147
100,53074767872745690989,163,3,45,98.2,1.410
100,94907838989254945238,1019,4,54,99.2,2.196
100,33410181238787238909,947,3,55,99.0,1.439
100,92749094389296169234,241,3,42,98.7,1.570
100,83416185618329450301,991,3,90,98.0,5.264
100,70569490369850161014,307,3,41,98.9,2.693
100,95678503854523456707,103,3,22,99.0,1.246
100,96547452383694105274,317,3,61,98.4,1.792
100,83838909834323494923,149,3,23,97.9,1.319
100,24327034325812721252,653,3,51,98.6,2.010
100,37012165230143658341,503,3,48,98.2,6.669
100,10767032509654945696,1171,4,45,99.2,1.840
100,17678549096921676587,631,3,40,99.3,1.522
100,76143290947636569254,149,3,59,98.3,4.448
100,59276789274167236709,2137,4,50,99.2,2.493
100,12787418507852747214,19,2,8,0.0,0.232
100,53692385256587632303,829,3,45,97.8,5.346
100,28549010301630581052,11,2,5,0.0,0.152
100,45672107814185456783,313,3,48,99.0,1.919
100,26385898345850741430,151,3,41,98.1,3.900
100,51438725414123072363,229,3,22,98.7,1.221
100,94747696301092583478,743,3,65,98.9,1.669
100,73814547030905054389,3527,4,61,99.0,1.592
100,46361676107052329054,349,3,37,99.2,1.568
100,35638141434787892389,7,1,4,0.0,0.146
100,24921656767492923294,1901,4,51,98.8,1.705
100,29672165854981632921,557,3,47,99.1,5.042
100,54589612943234349870,157,3,32,98.2,1.561
100,63256123612341092905,337,3,42,99.0,1.621
100,92343458523432303490,709,3,40,99.1,3.798
100,93496581810161092169,257,3,22,99.0,1.161
100,26323216561236745696,277,3,22,99.0,1.207
100,41858167212185038187,3,1,2,0.0,0.178
100,16501452305496161090,349,3,52,97.9,4.683
100,55698743014187096141,1607,4,49,99.2,3.727
100,20167018787278103074,79,2,22,98.6,1.197
100,55654523816361698589,461,3,48,99.0,1.580
100,26341014949472705618,547,3,40,99.1,1.392
100,31412361458505250909,19,2,8,0.0,0.180
100,42589656703070987298,1889,4,59,99.0,1.494
100,55214343630765276709,1049,4,40,99.1,4.111
100,86307658121430505216,89,2,22,99.1,1.128
100,43434105434749232901,613,3,47,99.0,1.445
100,22147630387874121832,107,3,22,98.8,1.177
100,41836125072323030101,359,3,67,98.1,4.146
100,54121472983490349258,587,3,46,99.0,3.991
100,19072167874181618949,223,3,51,98.3,1.600
100,78761098989270781692,2477,4,63,99.0,1.678
100,91632125850385670543,971,3,63,97.2,1.652
100,28905078781834705212,883,3,57,99.0,1.780
100,43090743438943010763,367,3,44,98.8,4.241
100,74961052989250787298,79,2,22,97.5,1.284
100,67010521070907496569,137,3,22,99.2,1.138
100,82327250705458361274,1367,4,84,98.0,1.739
100,11818561896581014101,1753,4,58,98.9,3.801
100,96503038985616327814,1103,4,47,99.1,1.456
100,37692383410905092183,947,3,56,99.1,1.474
100,74101098965894509472,109,3,22,97.8,1.202
100,89838389874741298589,23,2,9,0.0,0.173
100,26149476323210749250,163,3,39,98.0,3.656
100,27874783276545452543,61,2,18,0.0,0.200
100,28109656707634961452,661,3,35,99.1,1.362
100,35212549410929492969,523,3,44,99.2,1.642
100,38925810581496147614,7,1,4,0.0,0.177
100,75234141630363092925,5261,4,114,99.2,5.181
100,50983678789438761632,827,3,57,98.3,1.619
100,41258985876985614949,1471,4,53,98.9,5.735
100,70723032761074143250,521,3,80,98.2,1.734
100,81276723434767832527,367,3,57,98.1,1.604
100,40729290321494323214,1171,4,52,99.2,1.542
100,43416163458343412965,607,3,45,98.9,3.054
100,52543618147650343454,1033,4,48,98.9,1.379
100,83214127856121616109,829,3,38,99.1,1.448
100,30767296161014741270,911,3,77,98.3,5.190
100,53470769478781278161,379,3,56,99.1,2.940
100,42905216781870363418,1373,4,68,98.8,1.436
100,49498969034943694747,719,3,64,99.0,1.433
100,76105656549652543072,151,3,23,98.3,0.985
100,11632185898169076327,31,2,11,0.0,0.224
100,24547438183452347630,4603,4,58,99.1,1.290
100,61094949094723818783,31,2,11,0.0,0.206
100,76389474363494347454,419,3,23,99.3,0.918
100,45010301494909212301,691,3,72,98.8,1.386
100,74561694387852743298,839,3,51,99.3,1.277
100,35476547070563816545,89,2,23,97.9,1.200
100,32369656743496943230,937,3,47,98.8,2.579
100,45094945298167292387,1979,4,84,98.5,1.803
100,56709254745654721478,11,2,5,0.0,0.220
100,81012705094763470967,1621,4,50,99.3,1.344
100,12167012169870565814,1549,4,53,98.7,6.576
100,83832103258305094503,1579,4,56,99.1,1.601
100,36165656389694583832,1223,4,46,99.2,1.473
100,97458965212349090369,911,3,36,99.3,1.283
100,26123456961618185638,173,3,23,98.4,1.315
100,95272549412369894743,67,2,19,0.0,0.206
100,62343876387614981050,787,3,58,99.1,1.550
100,57414709010127216523,311,3,41,99.1,2.754
100,84781632361072747870,311,3,46,98.8,1.435
100,53076125698747618103,353,3,23,99.0,1.274
100,58109498981678589818,73,2,21,0.0,0.234
100,85058549012363838901,2081,4,57,99.1,1.524
100,72363630363072385218,1747,4,55,99.2,1.490
100,37058583650363894585,3251,4,52,99.2,1.570
100,94309034721032707492,709,3,53,98.9,1.503
100,47450729032541632165,31,2,11,0.0,0.184
100,92109010941010325614,449,3,57,99.0,1.647
100,11212763890109236365,43,2,14,0.0,0.260
100,42725496527858365452,149,3,23,98.9,1.019
100,13216105056125070945,137,3,22,98.8,0.963
100,70363094143654383614,239,3,41,97.4,1.286
100,35610547050145434723,307,3,49,98.4,2.084
100,84547234349218721616,137,3,22,98.1,1.477
100,95092327874303830747,1039,4,41,99.1,1.293
100,64149878149870109098,97,2,23,98.1,1.172
100,27258761454129616927,2251,4,60,99.0,1.626
100,60563632367614709492,79,2,22,97.2,1.170
100,15416565292747894989,283,3,33,99.1,1.276
100,46565034321236761656,443,3,51,98.6,1.886
100,45494501256341856987,761,3,41,99.0,1.458
100,52349272343098549032,277,3,42,98.1,1.840
100,85670761636745410949,313,3,73,98.7,3.696
100,74529434149634183616,107,3,23,98.4,1.558
100,85216945294703036329,11,2,5,0.0,0.213
100,44525698921092749256,29,2,10,0.0,0.237
100,11812709232727436341,653,3,31,98.3,2.063
100,16507432165490585678,73,2,21,0.0,0.243
100,67038929276149010743,829,3,47,99.2,1.753
100,56765816745092147692,1367,4,37,99.0,1.774
100,17478981836983016769,691,3,30,99.3,1.429
100,56327698765234583438,7,1,4,0.0,0.223
100,11098509292569252105,491,3,36,98.4,1.552
100,30761430127816525016,71,2,20,0.0,0.238
100,21058341032163054741,29,2,10,0.0,0.217
100,64943696347254543874,823,3,42,99.0,1.717
100,33258587618787434723,191,3,32,99.2,2.604
100,40163632565690307698,3469,4,70,98.8,3.717
100,27432185676929852743,269,3,52,99.0,1.723
100,94107870767070789636,2663,4,44,99.2,1.563
100,49034145478305872569,233,3,39,98.2,1.643
